LocalRadianceCount,GlobalRadianceCount,Position,TimeTaken 
0,0,-42.68,-6.92,-39.86,0.015000 
0,0,-43.7176,-6.92,-52.0768,0.016000 
0,0,-44.2264,-6.92,-63.0442,0.015000 
0,0,-44.2064,-6.92,-72.7622,0.018000 
0,0,-43.6576,-6.92,-81.2308,0.017000 
0,0,-42.58,-6.92,-88.45,0.018000 
0,0,-38.5681,-6.92,-99.588,0.015000 
0,0,-32.1992,-6.92,-105.157,0.018000 
0,0,-23.4732,-6.92,-105.157,0.016000 
0,0,-12.3901,-6.92,-99.588,0.019000 
0,0,1.05,-6.92,-88.45,0.017000 
0,0,3.46379,-6.92,-76.4786,0.016000 
0,0,5.15968,-6.92,-65.723,0.017000 
0,0,6.13768,-6.92,-56.1829,0.016000 
0,0,6.39779,-6.92,-47.8586,0.015000 
0,0,5.94,-6.92,-40.75,0.017000 
0,0,2.61575,-6.92,-29.7346,0.016000 
0,0,-3.90838,-6.92,-24.138,0.016000 
0,0,-13.6324,-6.92,-23.96,0.017000 
0,0,-26.5562,-6.92,-29.2006,0.016000 
Total Time taken is :0.402000
Total amount of used points:0
